~iteration~,metric_loss,total_loss
0,0.7896076440811157,0.7896076440811157
50,0.7706220149993896,0.7706220149993896
100,0.7590051889419556,0.7590051889419556
146,0.7325095534324646,0.7325095534324646
196,0.7377499938011169,0.7377499938011169
246,0.7448904514312744,0.7448904514312744
292,0.7537200450897217,0.7537200450897217
342,0.7023948431015015,0.7023948431015015
392,0.7418168783187866,0.7418168783187866
438,0.7337023615837097,0.7337023615837097
488,0.7543217539787292,0.7543217539787292
538,0.7067354917526245,0.7067354917526245
584,0.744807779788971,0.744807779788971
634,0.7832988500595093,0.7832988500595093
684,0.7196812629699707,0.7196812629699707
730,0.7213272452354431,0.7213272452354431
780,0.7499268054962158,0.7499268054962158
830,0.7377597093582153,0.7377597093582153
876,0.7238661050796509,0.7238661050796509
926,0.6701169013977051,0.6701169013977051
976,0.7318199872970581,0.7318199872970581
1022,0.7273266911506653,0.7273266911506653
1072,0.6783815622329712,0.6783815622329712
1122,0.7201080918312073,0.7201080918312073
1168,0.7588860988616943,0.7588860988616943
1218,0.7124131917953491,0.7124131917953491
1268,0.7075811624526978,0.7075811624526978
1314,0.714028537273407,0.714028537273407
1364,0.7088712453842163,0.7088712453842163
1414,0.7067767381668091,0.7067767381668091
1460,0.7045289874076843,0.7045289874076843
1510,0.6821408867835999,0.6821408867835999
1560,0.7130730748176575,0.7130730748176575
1606,0.7201654314994812,0.7201654314994812
1656,0.7299586534500122,0.7299586534500122
1706,0.6760929822921753,0.6760929822921753
1752,0.7647639513015747,0.7647639513015747
1802,0.6719452738761902,0.6719452738761902
1852,0.7081782817840576,0.7081782817840576
1898,0.7237625122070312,0.7237625122070312
1948,0.7223855257034302,0.7223855257034302
1998,0.7019751071929932,0.7019751071929932
2044,0.6975463032722473,0.6975463032722473
2094,0.7094609141349792,0.7094609141349792
2144,0.6651614308357239,0.6651614308357239
2190,0.7350159287452698,0.7350159287452698
2240,0.681210458278656,0.681210458278656
2290,0.6685818433761597,0.6685818433761597
2336,0.6842824220657349,0.6842824220657349
2386,0.7343674898147583,0.7343674898147583
2436,0.7423849105834961,0.7423849105834961
2482,0.7048201560974121,0.7048201560974121
2532,0.7078443169593811,0.7078443169593811
2582,0.7062279582023621,0.7062279582023621
2628,0.6602368354797363,0.6602368354797363
2678,0.6867772936820984,0.6867772936820984
2728,0.6562721133232117,0.6562721133232117
2774,0.7060240507125854,0.7060240507125854
2824,0.6674824357032776,0.6674824357032776
2874,0.6563140153884888,0.6563140153884888
2920,0.7104854583740234,0.7104854583740234
2970,0.6605681777000427,0.6605681777000427
3020,0.7070707082748413,0.7070707082748413
3066,0.708785891532898,0.708785891532898
3116,0.6240185499191284,0.6240185499191284
3166,0.6903025507926941,0.6903025507926941
3212,0.7016990780830383,0.7016990780830383
3262,0.7413995862007141,0.7413995862007141
3312,0.6508495807647705,0.6508495807647705
3358,0.6773003339767456,0.6773003339767456
3408,0.6677607893943787,0.6677607893943787
3458,0.6669484376907349,0.6669484376907349
3504,0.6724902391433716,0.6724902391433716
3554,0.6861247420310974,0.6861247420310974
3604,0.6237858533859253,0.6237858533859253
3650,0.7223249673843384,0.7223249673843384
3700,0.647893488407135,0.647893488407135
3750,0.6940635442733765,0.6940635442733765
3796,0.6851322054862976,0.6851322054862976
3846,0.6523920893669128,0.6523920893669128
3896,0.6602179408073425,0.6602179408073425
3942,0.7384653091430664,0.7384653091430664
3992,0.6972837448120117,0.6972837448120117
4042,0.694661557674408,0.694661557674408
4088,0.5746002793312073,0.5746002793312073
4138,0.6774441599845886,0.6774441599845886
4188,0.7235561609268188,0.7235561609268188
4234,0.6743202209472656,0.6743202209472656
4284,0.676483690738678,0.676483690738678
4334,0.6890444755554199,0.6890444755554199
4380,0.6688969135284424,0.6688969135284424
4430,0.6710307598114014,0.6710307598114014
4480,0.675767719745636,0.675767719745636
4526,0.7053511738777161,0.7053511738777161
4576,0.6061221957206726,0.6061221957206726
4626,0.6597479581832886,0.6597479581832886
4672,0.6789488792419434,0.6789488792419434
4722,0.6112973690032959,0.6112973690032959
4772,0.6710191369056702,0.6710191369056702
4818,0.6259719133377075,0.6259719133377075
4868,0.6677057147026062,0.6677057147026062
4918,0.6411213874816895,0.6411213874816895
4964,0.7237235307693481,0.7237235307693481
5014,0.6392428278923035,0.6392428278923035
5064,0.704759955406189,0.704759955406189
5110,0.6428715586662292,0.6428715586662292
5160,0.6809035539627075,0.6809035539627075
5210,0.6009588241577148,0.6009588241577148
5256,0.6594371199607849,0.6594371199607849
5306,0.6294699907302856,0.6294699907302856
5356,0.6787484288215637,0.6787484288215637
5402,0.6839273571968079,0.6839273571968079
5452,0.6535873413085938,0.6535873413085938
5502,0.6277401447296143,0.6277401447296143
5548,0.7005767822265625,0.7005767822265625
5598,0.636390745639801,0.636390745639801
5648,0.6050925254821777,0.6050925254821777
5694,0.6718589663505554,0.6718589663505554
5744,0.6657928824424744,0.6657928824424744
5794,0.6666948199272156,0.6666948199272156
5840,0.6772205233573914,0.6772205233573914
5890,0.6804193258285522,0.6804193258285522
5940,0.5895140767097473,0.5895140767097473
5986,0.6642138957977295,0.6642138957977295
6036,0.6406384706497192,0.6406384706497192
6086,0.6467217206954956,0.6467217206954956
