~iteration~,metric_loss,total_loss
0,0.09788742661476135,0.09788742661476135
50,0.0750473290681839,0.0750473290681839
100,0.05583438277244568,0.05583438277244568
146,0.04017655551433563,0.04017655551433563
196,0.04154501482844353,0.04154501482844353
246,0.05071805790066719,0.05071805790066719
292,0.07287897914648056,0.07287897914648056
342,-0.0036847773008048534,-0.0036847773008048534
392,0.045710012316703796,0.045710012316703796
438,0.04424913972616196,0.04424913972616196
488,0.061589211225509644,0.061589211225509644
538,0.017141370102763176,0.017141370102763176
584,0.05643594264984131,0.05643594264984131
634,0.08814489841461182,0.08814489841461182
684,0.041314154863357544,0.041314154863357544
730,0.02049354463815689,0.02049354463815689
780,0.05917079746723175,0.05917079746723175
830,0.0461592972278595,0.0461592972278595
876,0.03619571775197983,0.03619571775197983
926,-0.012918061576783657,-0.012918061576783657
976,0.033523913472890854,0.033523913472890854
1022,0.0390528067946434,0.0390528067946434
1072,-0.025725044310092926,-0.025725044310092926
1122,0.021050449460744858,0.021050449460744858
1168,0.06130865961313248,0.06130865961313248
1218,0.025377102196216583,0.025377102196216583
1268,0.01361348107457161,0.01361348107457161
1314,0.02235584147274494,0.02235584147274494
1364,0.026304028928279877,0.026304028928279877
1414,0.02600814215838909,0.02600814215838909
1460,0.0011985222809016705,0.0011985222809016705
1510,-0.010165244340896606,-0.010165244340896606
1560,0.015596900135278702,0.015596900135278702
1606,0.0176558718085289,0.0176558718085289
1656,0.025914544239640236,0.025914544239640236
1706,-0.02918705902993679,-0.02918705902993679
1752,0.05248205363750458,0.05248205363750458
1802,-0.018811531364917755,-0.018811531364917755
1852,0.009766427800059319,0.009766427800059319
1898,0.029159221798181534,0.029159221798181534
1948,0.011960259638726711,0.011960259638726711
1998,0.01551559753715992,0.01551559753715992
2044,0.00202814768999815,0.00202814768999815
2094,0.014509130269289017,0.014509130269289017
2144,-0.021250402554869652,-0.021250402554869652
2190,0.044728584587574005,0.044728584587574005
2240,-0.01398417353630066,-0.01398417353630066
2290,-0.032567787915468216,-0.032567787915468216
2336,-0.018615350127220154,-0.018615350127220154
2386,0.030138978734612465,0.030138978734612465
2436,0.05021999031305313,0.05021999031305313
2482,-0.0016645295545458794,-0.0016645295545458794
2532,-0.0014477744698524475,-0.0014477744698524475
2582,0.0035125829745084047,0.0035125829745084047
2628,-0.0379132479429245,-0.0379132479429245
2678,-0.013029194436967373,-0.013029194436967373
2728,-0.032708749175071716,-0.032708749175071716
2774,0.016730064526200294,0.016730064526200294
2824,-0.00263603194616735,-0.00263603194616735
2874,-0.03819504380226135,-0.03819504380226135
2920,0.0164764616638422,0.0164764616638422
2970,-0.03252033889293671,-0.03252033889293671
3020,0.017310021445155144,0.017310021445155144
3066,0.03759262338280678,0.03759262338280678
3116,-0.06365512311458588,-0.06365512311458588
3166,-0.007739504333585501,-0.007739504333585501
3212,0.03147057443857193,0.03147057443857193
3262,0.05756068974733353,0.05756068974733353
3312,-0.034352533519268036,-0.034352533519268036
3358,-0.019419299438595772,-0.019419299438595772
3408,-0.037185605615377426,-0.037185605615377426
3458,-0.0310489721596241,-0.0310489721596241
3504,-0.02922777272760868,-0.02922777272760868
3554,-0.010492335073649883,-0.010492335073649883
3604,-0.05000888556241989,-0.05000888556241989
3650,0.05016612261533737,0.05016612261533737
3700,-0.03890754655003548,-0.03890754655003548
3750,-0.018755270168185234,-0.018755270168185234
3796,0.0005144568858668208,0.0005144568858668208
3846,-0.020501891151070595,-0.020501891151070595
3896,-0.024451322853565216,-0.024451322853565216
3942,0.047236260026693344,0.047236260026693344
3992,0.0023701265454292297,0.0023701265454292297
4042,-0.008823021315038204,-0.008823021315038204
4088,-0.10837207734584808,-0.10837207734584808
4138,-0.04748158901929855,-0.04748158901929855
4188,0.029307156801223755,0.029307156801223755
4234,-0.028691725805401802,-0.028691725805401802
4284,-0.012220470234751701,-0.012220470234751701
4334,0.014551200903952122,0.014551200903952122
4380,-0.030198510736227036,-0.030198510736227036
4430,-0.007371813524514437,-0.007371813524514437
4480,-0.010256675072014332,-0.010256675072014332
4526,0.0010688472539186478,0.0010688472539186478
4576,-0.08407565206289291,-0.08407565206289291
4626,-0.026152122765779495,-0.026152122765779495
4672,-0.023682227358222008,-0.023682227358222008
4722,-0.08384969830513,-0.08384969830513
4772,-0.007414304651319981,-0.007414304651319981
4818,-0.06132018566131592,-0.06132018566131592
4868,-0.02143791690468788,-0.02143791690468788
4918,-0.04128006473183632,-0.04128006473183632
4964,0.03332196921110153,0.03332196921110153
5014,-0.03272810950875282,-0.03272810950875282
5064,-0.009546050801873207,-0.009546050801873207
5110,-0.030675720423460007,-0.030675720423460007
5160,-0.0053235990926623344,-0.0053235990926623344
5210,-0.08826906979084015,-0.08826906979084015
5256,-0.06388692557811737,-0.06388692557811737
5306,-0.05229901149868965,-0.05229901149868965
5356,-0.01630217395722866,-0.01630217395722866
5402,-0.0028019666206091642,-0.0028019666206091642
5452,-0.06565304100513458,-0.06565304100513458
5502,-0.05858398601412773,-0.05858398601412773
5548,-0.004854345694184303,-0.004854345694184303
5598,-0.05367644131183624,-0.05367644131183624
5648,-0.07980606704950333,-0.07980606704950333
5694,-0.008882234804332256,-0.008882234804332256
5744,0.005023572593927383,0.005023572593927383
5794,-0.027905700728297234,-0.027905700728297234
5840,-0.006129241548478603,-0.006129241548478603
5890,-0.01199355348944664,-0.01199355348944664
5940,-0.0974574014544487,-0.0974574014544487
